Entity,Code,Year,Annual CO₂ emissions
Cyprus,CYP,2017,7505071
Cyprus,CYP,2018,7322967
Cyprus,CYP,2019,7344204
Cyprus,CYP,2020,7014958
Cyprus,CYP,2021,7170389
Cyprus,CYP,2022,7197524
Cyprus,CYP,2023,7174221
Czechia,CZE,1860,202386
Czechia,CZE,1861,665380
Czechia,CZE,1862,1131146
Czechia,CZE,1863,1596912
Czechia,CZE,1864,2062678.1
Czechia,CZE,1865,2528445
Czechia,CZE,1866,2994211
Czechia,CZE,1867,3457204
Czechia,CZE,1868,3922970
Czechia,CZE,1869,4388737
Czechia,CZE,1870,4854503
Czechia,CZE,1871,5320269
Czechia,CZE,1872,5783263
Czechia,CZE,1873,6249029
Czechia,CZE,1874,6714795
Czechia,CZE,1875,7180561
Czechia,CZE,1876,12412112
Czechia,CZE,1877,13041451
Czechia,CZE,1878,13670790
Czechia,CZE,1879,14691039
Czechia,CZE,1880,15564351
Czechia,CZE,1881,16437662
Czechia,CZE,1882,16809166
Czechia,CZE,1883,17954174
Czechia,CZE,1884,18544698
Czechia,CZE,1885,19470688
Czechia,CZE,1886,20468758
Czechia,CZE,1887,21500096
Czechia,CZE,1888,23044332
Czechia,CZE,1889,24397272
Czechia,CZE,1890,26091218
Czechia,CZE,1891,27050476
Czechia,CZE,1892,27460792
Czechia,CZE,1893,28070724
Czechia,CZE,1894,28774920
Czechia,CZE,1895,29864480
Czechia,CZE,1896,30599170
Czechia,CZE,1897,32384606
Czechia,CZE,1898,33108208
Czechia,CZE,1899,33967656
Czechia,CZE,1900,33720910
Czechia,CZE,1901,35234652
Czechia,CZE,1902,35705964
Czechia,CZE,1903,36376890
Czechia,CZE,1904,36731760
Czechia,CZE,1905,37813000
Czechia,CZE,1906,39487540
Czechia,CZE,1907,41500316
Czechia,CZE,1908,42265504
Czechia,CZE,1909,42007668
Czechia,CZE,1910,41569624
Czechia,CZE,1911,42096384
Czechia,CZE,1912,44791176
Czechia,CZE,1913,46851080
Czechia,CZE,1914,42711860
Czechia,CZE,1915,42617600
Czechia,CZE,1916,45359520
Czechia,CZE,1917,42653640
Czechia,CZE,1918,36365800
Czechia,CZE,1919,34355796
Czechia,CZE,1920,34073010
Czechia,CZE,1921,32722840
Czechia,CZE,1922,29204644
Czechia,CZE,1923,30868094
Czechia,CZE,1924,37887856
Czechia,CZE,1925,35656060
Czechia,CZE,1926,36152320
Czechia,CZE,1927,38797210
Czechia,CZE,1928,40848796
Czechia,CZE,1929,45694980
Czechia,CZE,1930,40312584
Czechia,CZE,1931,37720348
Czechia,CZE,1932,32876820
Czechia,CZE,1933,30065584
Czechia,CZE,1934,30033388
Czechia,CZE,1935,30919224
Czechia,CZE,1936,33594170
Czechia,CZE,1937,40693550
Czechia,CZE,1938,46590470
Czechia,CZE,1939,51194030
Czechia,CZE,1940,57696492
Czechia,CZE,1941,58075716
Czechia,CZE,1942,62636890
Czechia,CZE,1943,69155560
Czechia,CZE,1944,65928084
Czechia,CZE,1945,34987908
Czechia,CZE,1946,43568924
Czechia,CZE,1947,49452748
Czechia,CZE,1948,53450948
Czechia,CZE,1949,56189484
Czechia,CZE,1950,57853692
Czechia,CZE,1951,61651396
Czechia,CZE,1952,65918656
Czechia,CZE,1953,68322280
Czechia,CZE,1954,72966320
Czechia,CZE,1955,75746790
Czechia,CZE,1956,81281330
Czechia,CZE,1957,84904020
Czechia,CZE,1958,92772050
Czechia,CZE,1959,92872500
Czechia,CZE,1960,99052616
Czechia,CZE,1961,107504750
Czechia,CZE,1962,114564056
Czechia,CZE,1963,120492344
Czechia,CZE,1964,125401920
Czechia,CZE,1965,122199640
Czechia,CZE,1966,121522424
Czechia,CZE,1967,121278520
Czechia,CZE,1968,126879960
Czechia,CZE,1969,134693580
Czechia,CZE,1970,154419700
Czechia,CZE,1971,161977440
Czechia,CZE,1972,163451040
Czechia,CZE,1973,164108240
Czechia,CZE,1974,165999570
Czechia,CZE,1975,173668350
Czechia,CZE,1976,180410800
Czechia,CZE,1977,185792430
Czechia,CZE,1978,187464370
Czechia,CZE,1979,182557390
Czechia,CZE,1980,184677390
Czechia,CZE,1981,182648460
Czechia,CZE,1982,180846050
Czechia,CZE,1983,181076180
Czechia,CZE,1984,187168030
Czechia,CZE,1985,184599820
Czechia,CZE,1986,185854500
Czechia,CZE,1987,183641400
Czechia,CZE,1988,180617040
Czechia,CZE,1989,172330690
Czechia,CZE,1990,164250460
Czechia,CZE,1991,148883280
Czechia,CZE,1992,145705810
Czechia,CZE,1993,140124100
Czechia,CZE,1994,132668120
Czechia,CZE,1995,131622310
Czechia,CZE,1996,135018770
Czechia,CZE,1997,130941740
Czechia,CZE,1998,125715920
Czechia,CZE,1999,116672030
Czechia,CZE,2000,127236140
Czechia,CZE,2001,127144510
Czechia,CZE,2002,123967850
Czechia,CZE,2003,127571890
Czechia,CZE,2004,128291810
Czechia,CZE,2005,125690856
Czechia,CZE,2006,126537100
Czechia,CZE,2007,128366410
Czechia,CZE,2008,122934900
Czechia,CZE,2009,114982536
Czechia,CZE,2010,117476264
Czechia,CZE,2011,115189176
Czechia,CZE,2012,111287340
Czechia,CZE,2013,106722490
Czechia,CZE,2014,104246040
Czechia,CZE,2015,105000920
Czechia,CZE,2016,106648410
Czechia,CZE,2017,107745840
Czechia,CZE,2018,106335550
Czechia,CZE,2019,101008820
Czechia,CZE,2020,91673770
Czechia,CZE,2021,96645176
Czechia,CZE,2022,95107760
Czechia,CZE,2023,85624184
Democratic Republic of Congo,COD,1920,3664
Democratic Republic of Congo,COD,1921,7328
Democratic Republic of Congo,COD,1922,80608
Democratic Republic of Congo,COD,1923,161216
Democratic Republic of Congo,COD,1924,216176
Democratic Republic of Congo,COD,1925,172208
Democratic Republic of Congo,COD,1926,238160
Democratic Republic of Congo,COD,1927,230832
Democratic Republic of Congo,COD,1928,281950
Democratic Republic of Congo,COD,1929,303874
Democratic Republic of Congo,COD,1930,388117
Democratic Republic of Congo,COD,1931,248974
Democratic Republic of Congo,COD,1932,51237
Democratic Republic of Congo,COD,1933,3634
Democratic Republic of Congo,COD,1934,18290
Democratic Republic of Congo,COD,1935,32946
Democratic Republic of Congo,COD,1936,40274
Democratic Republic of Congo,COD,1937,102561
Democratic Republic of Congo,COD,1938,120851
Democratic Republic of Congo,COD,1939,87793
Democratic Republic of Congo,COD,1940,76850
Democratic Republic of Congo,COD,1941,102414
Democratic Republic of Congo,COD,1942,142629
Democratic Republic of Congo,COD,1943,219573
Democratic Republic of Congo,COD,1944,171851
Democratic Republic of Congo,COD,1945,171904
Democratic Republic of Congo,COD,1946,311113
Democratic Republic of Congo,COD,1947,325626
Democratic Republic of Congo,COD,1948,373223
Democratic Republic of Congo,COD,1949,475726
Democratic Republic of Congo,COD,1950,1479543
Democratic Republic of Congo,COD,1951,1746896
Democratic Republic of Congo,COD,1952,2083837
Democratic Republic of Congo,COD,1953,2288991
Democratic Republic of Congo,COD,1954,2816219
Democratic Republic of Congo,COD,1955,3387566
Democratic Republic of Congo,COD,1956,3174846
Democratic Republic of Congo,COD,1957,3328704
Democratic Republic of Congo,COD,1958,2925963
Democratic Republic of Congo,COD,1959,2698971
Democratic Republic of Congo,COD,1960,2318510
Democratic Republic of Congo,COD,1961,2355388
Democratic Republic of Congo,COD,1962,2171950
Democratic Republic of Congo,COD,1963,2292682
Democratic Republic of Congo,COD,1964,1973973
Democratic Republic of Congo,COD,1965,2468527
Democratic Republic of Congo,COD,1966,2402514
Democratic Republic of Congo,COD,1967,2288811
Democratic Republic of Congo,COD,1968,3366027
Democratic Republic of Congo,COD,1969,3648037
Democratic Republic of Congo,COD,1970,2709666
Democratic Republic of Congo,COD,1971,2958670
Democratic Republic of Congo,COD,1972,3017204
Democratic Republic of Congo,COD,1973,3189175
Democratic Republic of Congo,COD,1974,3364690
Democratic Republic of Congo,COD,1975,3232786
Democratic Republic of Congo,COD,1976,3404885
Democratic Republic of Congo,COD,1977,3476971
Democratic Republic of Congo,COD,1978,3525975
Democratic Republic of Congo,COD,1979,3740105
Democratic Republic of Congo,COD,1980,3485020
Democratic Republic of Congo,COD,1981,3755424
Democratic Republic of Congo,COD,1982,3046965
Democratic Republic of Congo,COD,1983,3998000
Democratic Republic of Congo,COD,1984,3931640
Democratic Republic of Congo,COD,1985,3611908
Democratic Republic of Congo,COD,1986,3345663
Democratic Republic of Congo,COD,1987,3815863
Democratic Republic of Congo,COD,1988,3977992
Democratic Republic of Congo,COD,1989,4351992
Democratic Republic of Congo,COD,1990,4248965
Democratic Republic of Congo,COD,1991,3132604
Democratic Republic of Congo,COD,1992,2808223
Democratic Republic of Congo,COD,1993,2662330
Democratic Republic of Congo,COD,1994,2750982
Democratic Republic of Congo,COD,1995,3096173
Democratic Republic of Congo,COD,1996,3472628
Democratic Republic of Congo,COD,1997,3089412
Democratic Republic of Congo,COD,1998,2733258
Democratic Republic of Congo,COD,1999,2199437
Democratic Republic of Congo,COD,2000,1704731
Democratic Republic of Congo,COD,2001,1647457
Democratic Republic of Congo,COD,2002,1734094
Democratic Republic of Congo,COD,2003,2096084.1
Democratic Republic of Congo,COD,2004,2027893.1
Democratic Republic of Congo,COD,2005,2287396
Democratic Republic of Congo,COD,2006,2351727
Democratic Republic of Congo,COD,2007,2622976
Democratic Republic of Congo,COD,2008,2685120
Democratic Republic of Congo,COD,2009,2445967
Democratic Republic of Congo,COD,2010,2735413
Democratic Republic of Congo,COD,2011,3041045
Democratic Republic of Congo,COD,2012,2797330
Democratic Republic of Congo,COD,2013,3921089
Democratic Republic of Congo,COD,2014,5065957
Democratic Republic of Congo,COD,2015,3274380
Democratic Republic of Congo,COD,2016,2659404
Democratic Republic of Congo,COD,2017,2917112
Democratic Republic of Congo,COD,2018,3773678
Democratic Republic of Congo,COD,2019,4121229.2
Democratic Republic of Congo,COD,2020,4301513
Democratic Republic of Congo,COD,2021,4268556
Democratic Republic of Congo,COD,2022,4630596
Democratic Republic of Congo,COD,2023,4615953
Denmark,DNK,1843,135568
Denmark,DNK,1844,157552
Denmark,DNK,1845,208848
Denmark,DNK,1846,227168
Denmark,DNK,1847,172208
Denmark,DNK,1848,311440
Denmark,DNK,1849,271136
Denmark,DNK,1850,340752
Denmark,DNK,1851,311440
Denmark,DNK,1852,333424
Denmark,DNK,1853,359072
Denmark,DNK,1854,458000
Denmark,DNK,1855,454336
Denmark,DNK,1856,648528
Denmark,DNK,1857,663184
Denmark,DNK,1858,490976
Denmark,DNK,1859,626544
Denmark,DNK,1860,542272
Denmark,DNK,1861,784096
Denmark,DNK,1862,677840
Denmark,DNK,1863,754784
Denmark,DNK,1864,648528
Denmark,DNK,1865,1014928
Denmark,DNK,1866,937984
Denmark,DNK,1867,916000
Denmark,DNK,1868,1084544
Denmark,DNK,1869,945312
Denmark,DNK,1870,1143168
Denmark,DNK,1871,1187136
Denmark,DNK,1872,1139504
Denmark,DNK,1873,1150496
Denmark,DNK,1874,1242096
Denmark,DNK,1875,1458272
Denmark,DNK,1876,1542544
Denmark,DNK,1877,1524224
Denmark,DNK,1878,1447280
Denmark,DNK,1879,1634144
Denmark,DNK,1880,1861312
Denmark,DNK,1881,1971232
Denmark,DNK,1882,2114128
Denmark,DNK,1883,2429232
Denmark,DNK,1884,2418240
Denmark,DNK,1885,2535488
Denmark,DNK,1886,2429232
Denmark,DNK,1887,2491520
Denmark,DNK,1888,2802960
Denmark,DNK,1889,2993488
Denmark,DNK,1890,2868912
Denmark,DNK,1891,3085088
Denmark,DNK,1892,3169360
Denmark,DNK,1893,2997152
Denmark,DNK,1894,3400192
Denmark,DNK,1895,3524768
Denmark,DNK,1896,4312528
Denmark,DNK,1897,4623968
Denmark,DNK,1898,4803504
Denmark,DNK,1899,5250512
Denmark,DNK,1900,5147920
Denmark,DNK,1901,5360432
Denmark,DNK,1902,5503328
Denmark,DNK,1903,5726832
Denmark,DNK,1904,6177504
Denmark,DNK,1905,6008960
Denmark,DNK,1906,6543904
Denmark,DNK,1907,5833088
Denmark,DNK,1908,7236400
Denmark,DNK,1909,8005840.5
Denmark,DNK,1910,7349984
Denmark,DNK,1911,7829968
Denmark,DNK,1912,9284576
Denmark,DNK,1913,9526400
Denmark,DNK,1914,9764560
Denmark,DNK,1915,10453392
Denmark,DNK,1916,10215232
Denmark,DNK,1917,7434256
Denmark,DNK,1918,8676352
Denmark,DNK,1919,8236672.5
Denmark,DNK,1920,7192432
Denmark,DNK,1921,6793056
Denmark,DNK,1922,9650976
Denmark,DNK,1923,10526672
Denmark,DNK,1924,12340352
Denmark,DNK,1925,10720864
Denmark,DNK,1926,10468048
Denmark,DNK,1927,13325968
Denmark,DNK,1928,12557042
Denmark,DNK,1929,15125417
Denmark,DNK,1930,13806466
Denmark,DNK,1931,14320526
Denmark,DNK,1932,13426895
Denmark,DNK,1933,13371371
Denmark,DNK,1934,14641888
Denmark,DNK,1935,15250171
Denmark,DNK,1936,15777639
Denmark,DNK,1937,16294739
Denmark,DNK,1938,14631431
Denmark,DNK,1939,16301977
Denmark,DNK,1940,14822761
Denmark,DNK,1941,17398642
Denmark,DNK,1942,16471592
Denmark,DNK,1943,20622070
Denmark,DNK,1944,20281288
Denmark,DNK,1945,14043221
Denmark,DNK,1946,17643802
Denmark,DNK,1947,21453828
Denmark,DNK,1948,17071120
Denmark,DNK,1949,16880354
Denmark,DNK,1950,21987792
Denmark,DNK,1951,21921394
Denmark,DNK,1952,22898760
Denmark,DNK,1953,23151400
Denmark,DNK,1954,25577114
Denmark,DNK,1955,27064550
Denmark,DNK,1956,26372352
Denmark,DNK,1957,24899514
Denmark,DNK,1958,26790524
Denmark,DNK,1959,26034432
Denmark,DNK,1960,29749520
Denmark,DNK,1961,31701866
Denmark,DNK,1962,36889884
Denmark,DNK,1963,40667910
Denmark,DNK,1964,43146930
Denmark,DNK,1965,44293370
Denmark,DNK,1966,50078412
Denmark,DNK,1967,49026428
Denmark,DNK,1968,53272676
Denmark,DNK,1969,59342588
Denmark,DNK,1970,62039320
Denmark,DNK,1971,57000676
Denmark,DNK,1972,59575410
Denmark,DNK,1973,59193932
Denmark,DNK,1974,55009452
Denmark,DNK,1975,55708652
Denmark,DNK,1976,60056950
Denmark,DNK,1977,61765400
Denmark,DNK,1978,61028310
Denmark,DNK,1979,62907830
Denmark,DNK,1980,60286204
Denmark,DNK,1981,51715870
Denmark,DNK,1982,53615456
Denmark,DNK,1983,50098160
Denmark,DNK,1984,50780700
Denmark,DNK,1985,59980548
Denmark,DNK,1986,58801840
Denmark,DNK,1987,58242300
Denmark,DNK,1988,55013980
Denmark,DNK,1989,48685136
Denmark,DNK,1990,53464064
Denmark,DNK,1991,64092516
Denmark,DNK,1992,58314536
Denmark,DNK,1993,60561740
Denmark,DNK,1994,64660812
Denmark,DNK,1995,61640868
Denmark,DNK,1996,74886530
Denmark,DNK,1997,65424880
Denmark,DNK,1998,61226404
Denmark,DNK,1999,58641540
Denmark,DNK,2000,54295988
Denmark,DNK,2001,55886140
Denmark,DNK,2002,55544424
Denmark,DNK,2003,60637652
Denmark,DNK,2004,55092880
Denmark,DNK,2005,51527092
Denmark,DNK,2006,59492210
Denmark,DNK,2007,54698268
Denmark,DNK,2008,51245732
Denmark,DNK,2009,48839776
Denmark,DNK,2010,49179470
Denmark,DNK,2011,44226736
Denmark,DNK,2012,39853304
Denmark,DNK,2013,41755340
Denmark,DNK,2014,37564830
Denmark,DNK,2015,35102396
Denmark,DNK,2016,36905584
Denmark,DNK,2017,34652480
Denmark,DNK,2018,34601704
Denmark,DNK,2019,30941816
Denmark,DNK,2020,28294042
Denmark,DNK,2021,29587502
Denmark,DNK,2022,28431534
Denmark,DNK,2023,27264778
Djibouti,DJI,1950,10992
Djibouti,DJI,1951,25648
Djibouti,DJI,1952,25648
Djibouti,DJI,1953,29312
Djibouti,DJI,1954,32976
Djibouti,DJI,1955,36640
Djibouti,DJI,1956,29312
Djibouti,DJI,1957,43968
Djibouti,DJI,1958,47632
Djibouti,DJI,1959,36640
Djibouti,DJI,1960,40304
Djibouti,DJI,1961,43968
Djibouti,DJI,1962,47632
Djibouti,DJI,1963,65952
Djibouti,DJI,1964,84272
Djibouti,DJI,1965,120912
Djibouti,DJI,1966,139232
Djibouti,DJI,1967,87936
Djibouti,DJI,1968,120912
Djibouti,DJI,1969,84272
Djibouti,DJI,1970,139232
Djibouti,DJI,1971,161216
Djibouti,DJI,1972,190528
Djibouti,DJI,1973,179536
Djibouti,DJI,1974,194192
Djibouti,DJI,1975,197856
Djibouti,DJI,1976,197856
Djibouti,DJI,1977,197856
Djibouti,DJI,1978,201520
Djibouti,DJI,1979,362736
Djibouti,DJI,1980,348080
Djibouti,DJI,1981,300448
Djibouti,DJI,1982,348080
Djibouti,DJI,1983,348080
Djibouti,DJI,1984,351744
Djibouti,DJI,1985,359072
Djibouti,DJI,1986,377392
Djibouti,DJI,1987,388384
Djibouti,DJI,1988,348080
Djibouti,DJI,1989,388384
Djibouti,DJI,1990,296784
Djibouti,DJI,1991,300448
Djibouti,DJI,1992,304112
Djibouti,DJI,1993,304112
Djibouti,DJI,1994,300448
Djibouti,DJI,1995,311440
Djibouti,DJI,1996,307776
Djibouti,DJI,1997,333424
Djibouti,DJI,1998,384720
Djibouti,DJI,1999,384720
Djibouti,DJI,2000,366400
Djibouti,DJI,2001,366400
Djibouti,DJI,2002,399376
Djibouti,DJI,2003,421360
Djibouti,DJI,2004,406704
Djibouti,DJI,2005,414032
Djibouti,DJI,2006,414032
Djibouti,DJI,2007,461664
Djibouti,DJI,2008,498304
Djibouti,DJI,2009,443344
Djibouti,DJI,2010,516623.97
Djibouti,DJI,2011,315104
Djibouti,DJI,2012,296784
Djibouti,DJI,2013,384482
Djibouti,DJI,2014,413954
Djibouti,DJI,2015,504921.03
Djibouti,DJI,2016,427766
Djibouti,DJI,2017,413743
Djibouti,DJI,2018,475182
Djibouti,DJI,2019,543233
Djibouti,DJI,2020,463062
Djibouti,DJI,2021,531545
Djibouti,DJI,2022,494262
Djibouti,DJI,2023,492543
Dominica,DMA,1951,3664
Dominica,DMA,1952,7328
Dominica,DMA,1953,3664
Dominica,DMA,1954,3664
Dominica,DMA,1955,3664
Dominica,DMA,1956,3664
Dominica,DMA,1957,3664
Dominica,DMA,1958,7328
Dominica,DMA,1959,10992
Dominica,DMA,1960,10992
Dominica,DMA,1961,10992
Dominica,DMA,1962,10992
Dominica,DMA,1963,14656
Dominica,DMA,1964,14656
Dominica,DMA,1965,14656
Dominica,DMA,1966,14656
Dominica,DMA,1967,21984
Dominica,DMA,1968,21984
Dominica,DMA,1969,18320
Dominica,DMA,1970,25648
Dominica,DMA,1971,25648
Dominica,DMA,1972,25648
Dominica,DMA,1973,25648
Dominica,DMA,1974,29312
Dominica,DMA,1975,29312
Dominica,DMA,1976,29312
Dominica,DMA,1977,25648
Dominica,DMA,1978,25648
Dominica,DMA,1979,32976
Dominica,DMA,1980,36640
Dominica,DMA,1981,36640
Dominica,DMA,1982,40304
Dominica,DMA,1983,40304
Dominica,DMA,1984,43968
Dominica,DMA,1985,47632
Dominica,DMA,1986,47632
Dominica,DMA,1987,47632
Dominica,DMA,1988,54960
Dominica,DMA,1989,58624
Dominica,DMA,1990,58624
Dominica,DMA,1991,58624
Dominica,DMA,1992,58624
Dominica,DMA,1993,62288
Dominica,DMA,1994,69616
Dominica,DMA,1995,80608
Dominica,DMA,1996,73280
Dominica,DMA,1997,80608
Dominica,DMA,1998,76944
Dominica,DMA,1999,80608
Dominica,DMA,2000,102592
Dominica,DMA,2001,109920
Dominica,DMA,2002,102592
Dominica,DMA,2003,117248
Dominica,DMA,2004,142896
Dominica,DMA,2005,150224
Dominica,DMA,2006,142896
Dominica,DMA,2007,172208
Dominica,DMA,2008,168544
Dominica,DMA,2009,186864
Dominica,DMA,2010,172208
Dominica,DMA,2011,153888
Dominica,DMA,2012,164880
Dominica,DMA,2013,157552
Dominica,DMA,2014,164880
Dominica,DMA,2015,175872
Dominica,DMA,2016,172208
Dominica,DMA,2017,153888
Dominica,DMA,2018,161216
Dominica,DMA,2019,172208
Dominica,DMA,2020,157552
Dominica,DMA,2021,161216
Dominica,DMA,2022,156305
Dominica,DMA,2023,163060
Dominican Republic,DOM,1870,13393
Dominican Republic,DOM,1871,1570
Dominican Republic,DOM,1872,3034
Dominican Republic,DOM,1873,1465
Dominican Republic,DOM,1874,1277
Dominican Republic,DOM,1875,0
Dominican Republic,DOM,1876,0
Dominican Republic,DOM,1877,2180
Dominican Republic,DOM,1878,2919
Dominican Republic,DOM,1879,2480
Dominican Republic,DOM,1880,5366
Dominican Republic,DOM,1881,3632
Dominican Republic,DOM,1882,280
Dominican Republic,DOM,1883,3575
Dominican Republic,DOM,1884,4465
Dominican Republic,DOM,1885,4794
Dominican Republic,DOM,1886,5422
Dominican Republic,DOM,1887,3918.9998
Dominican Republic,DOM,1888,5589
Dominican Republic,DOM,1889,5896
Dominican Republic,DOM,1890,7189
Dominican Republic,DOM,1891,7525
Dominican Republic,DOM,1892,8802
Dominican Republic,DOM,1893,11301
Dominican Republic,DOM,1894,27043
Dominican Republic,DOM,1895,19923
Dominican Republic,DOM,1896,24222
Dominican Republic,DOM,1897,16638
Dominican Republic,DOM,1898,12411
Dominican Republic,DOM,1899,14853
Dominican Republic,DOM,1900,15207
Dominican Republic,DOM,1901,14271
Dominican Republic,DOM,1902,14294
Dominican Republic,DOM,1903,17559
Dominican Republic,DOM,1904,13773
Dominican Republic,DOM,1905,16209.999
Dominican Republic,DOM,1906,18420
Dominican Republic,DOM,1907,25535
Dominican Republic,DOM,1908,29608
Dominican Republic,DOM,1909,25984
Dominican Republic,DOM,1910,37803
Dominican Republic,DOM,1911,42760
Dominican Republic,DOM,1912,37092
Dominican Republic,DOM,1913,42473
Dominican Republic,DOM,1914,47069
Dominican Republic,DOM,1915,57639
Dominican Republic,DOM,1916,72845
Dominican Republic,DOM,1917,77139
Dominican Republic,DOM,1918,81771
Dominican Republic,DOM,1919,59085
Dominican Republic,DOM,1920,48836
Dominican Republic,DOM,1921,47816
Dominican Republic,DOM,1922,22183
Dominican Republic,DOM,1923,36446
Dominican Republic,DOM,1924,22155
Dominican Republic,DOM,1925,25053
Dominican Republic,DOM,1926,31032
Dominican Republic,DOM,1927,26276
Dominican Republic,DOM,1928,15789
Dominican Republic,DOM,1929,22309
Dominican Republic,DOM,1930,26458
Dominican Republic,DOM,1931,10357
Dominican Republic,DOM,1932,12493
Dominican Republic,DOM,1933,8141
Dominican Republic,DOM,1934,8815
Dominican Republic,DOM,1935,12175
Dominican Republic,DOM,1936,11100
Dominican Republic,DOM,1937,6507
Dominican Republic,DOM,1938,3829
Dominican Republic,DOM,1939,382
Dominican Republic,DOM,1940,10336
Dominican Republic,DOM,1941,2298
Dominican Republic,DOM,1942,6125
Dominican Republic,DOM,1943,13781
Dominican Republic,DOM,1944,767
Dominican Republic,DOM,1945,1683
Dominican Republic,DOM,1946,8423
Dominican Republic,DOM,1947,17223
Dominican Republic,DOM,1948,35969
Dominican Republic,DOM,1949,26589
Dominican Republic,DOM,1950,348165
Dominican Republic,DOM,1951,358656
Dominican Republic,DOM,1952,593003
Dominican Republic,DOM,1953,618684
Dominican Republic,DOM,1954,625890
Dominican Republic,DOM,1955,915049
Dominican Republic,DOM,1956,984606
Dominican Republic,DOM,1957,1032119.06
Dominican Republic,DOM,1958,1065125
Dominican Republic,DOM,1959,1113083
Dominican Republic,DOM,1960,1039893
Dominican Republic,DOM,1961,1028636
Dominican Republic,DOM,1962,1241115
Dominican Republic,DOM,1963,1248503
Dominican Republic,DOM,1964,1746510
Dominican Republic,DOM,1965,1545348
Dominican Republic,DOM,1966,1669655
Dominican Republic,DOM,1967,1566944
Dominican Republic,DOM,1968,2347317
Dominican Republic,DOM,1969,2651163
Dominican Republic,DOM,1970,3105081
Dominican Republic,DOM,1971,3518697
Dominican Republic,DOM,1972,4668866
Dominican Republic,DOM,1973,5958980
Dominican Republic,DOM,1974,6409563
Dominican Republic,DOM,1975,6332680
Dominican Republic,DOM,1976,6322353
Dominican Republic,DOM,1977,5598920
Dominican Republic,DOM,1978,5430324
Dominican Republic,DOM,1979,6785586
Dominican Republic,DOM,1980,6427009
Dominican Republic,DOM,1981,6135240
Dominican Republic,DOM,1982,6303486
Dominican Republic,DOM,1983,7865595
Dominican Republic,DOM,1984,7390465
Dominican Republic,DOM,1985,7241543
Dominican Republic,DOM,1986,8121059.5
Dominican Republic,DOM,1987,9687290
Dominican Republic,DOM,1988,9739755
Dominican Republic,DOM,1989,10257903
Dominican Republic,DOM,1990,8936017
Dominican Republic,DOM,1991,9538286
Dominican Republic,DOM,1992,10418188
Dominican Republic,DOM,1993,11208752
Dominican Republic,DOM,1994,11796446
Dominican Republic,DOM,1995,15106975
Dominican Republic,DOM,1996,16484352
Dominican Republic,DOM,1997,17265690
Dominican Republic,DOM,1998,17788184
Dominican Republic,DOM,1999,17821252
Dominican Republic,DOM,2000,18991626
Dominican Republic,DOM,2001,19144596
Dominican Republic,DOM,2002,20949130
Dominican Republic,DOM,2003,21345008
Dominican Republic,DOM,2004,17333192
Dominican Republic,DOM,2005,17940522
Dominican Republic,DOM,2006,19111932
Dominican Republic,DOM,2007,19992930
Dominican Republic,DOM,2008,20331836
Dominican Republic,DOM,2009,19780666
Dominican Republic,DOM,2010,20553454
Dominican Republic,DOM,2011,21317914
Dominican Republic,DOM,2012,21254754
Dominican Republic,DOM,2013,21266960
Dominican Republic,DOM,2014,21800612
Dominican Republic,DOM,2015,23494588
Dominican Republic,DOM,2016,24644568
Dominican Republic,DOM,2017,24016922
Dominican Republic,DOM,2018,25756240
Dominican Republic,DOM,2019,28374692
Dominican Republic,DOM,2020,27015426
Dominican Republic,DOM,2021,30835334
Dominican Republic,DOM,2022,30430802
Dominican Republic,DOM,2023,32019646
East Timor,TLS,1994,0
East Timor,TLS,1995,0
East Timor,TLS,1996,0
East Timor,TLS,1997,0
East Timor,TLS,1998,60535
East Timor,TLS,1999,152974
East Timor,TLS,2000,219860
East Timor,TLS,2001,118844
East Timor,TLS,2002,261882
East Timor,TLS,2003,248530
East Timor,TLS,2004,496998
East Timor,TLS,2005,321145
East Timor,TLS,2006,316708
East Timor,TLS,2007,288067
East Timor,TLS,2008,285133
East Timor,TLS,2009,321783
East Timor,TLS,2010,313134
East Timor,TLS,2011,433890
East Timor,TLS,2012,591295
East Timor,TLS,2013,618736
East Timor,TLS,2014,624261
East Timor,TLS,2015,589620
East Timor,TLS,2016,642966
East Timor,TLS,2017,689670
East Timor,TLS,2018,617024
East Timor,TLS,2019,675431
East Timor,TLS,2020,646494
East Timor,TLS,2021,620168
East Timor,TLS,2022,649305
East Timor,TLS,2023,632121
Ecuador,ECU,1892,85
Ecuador,ECU,1893,8
Ecuador,ECU,1894,13
Ecuador,ECU,1895,3403
Ecuador,ECU,1896,3
Ecuador,ECU,1897,810
Ecuador,ECU,1898,0
Ecuador,ECU,1899,1967.0001
